canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
INAP Dallas Akard,INAP,INAP,operational,,TX,Dallas,32.76663,-96.77787,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Dallas Plano,INAP,INAP,operational,,TX,Plano,33.01984,-96.69889,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Dallas Stemmons,INAP,INAP,operational,,TX,Dallas,32.76663,-96.77787,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Denver,INAP,INAP,operational,,CO,Englewood,39.64777,-104.98776,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Houston,INAP,INAP,operational,,TX,Houston,31.31773,-95.42268,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Los Angeles 7th St,INAP,INAP,operational,,CA,Los Angeles,34.19801,-118.26102,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Los Angeles El Segundo,INAP,INAP,operational,,CA,El Segundo,33.91918,-118.41647,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Miami,INAP,INAP,operational,,FL,Miami,25.77427,-80.19366,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP New York 111 8th,INAP,INAP,operational,,NY,New York,40.77427,-73.96981,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP New York 75 Broad,INAP,INAP,operational,,NY,New York,40.77427,-73.96981,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Oakland,INAP,INAP,operational,,CA,Oakland,37.80437,-122.2708,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Philadelphia 401 Broad,INAP,INAP,operational,,PA,Philadelphia,40.00764,-75.13396,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Phoenix,INAP,INAP,operational,,AZ,Phoenix,33.44838,-112.07404,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Reston IAD1,INAP,INAP,operational,,VA,Reston,38.96872,-77.3411,,none,https://www.datacenters.com/providers/evocative/data-center-locations
INAP San Diego,INAP,INAP,operational,,CA,San Diego,33.0282,-116.77021,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP San Francisco 200 Paul,INAP,INAP,operational,,CA,San Francisco,37.77823,-122.4425,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP San Francisco 365 Main,INAP,INAP,operational,,CA,San Francisco,37.77823,-122.4425,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP San Jose Great Oaks,INAP,INAP,operational,,CA,San Jose,37.33939,-121.89496,,none,https://cloudandcolocation.com/datacenters/inap-san-jose-data-center-sje/
INAP Santa Clara,INAP,INAP,operational,,CA,Santa Clara,37.23249,-121.69627,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Seattle 120th,INAP,INAP,operational,,WA,Seattle,47.60621,-122.33207,,none,https://baxtel.com/data-center/internap-seattle-3355-120th
INAP Seattle 4th Ave,INAP,INAP,operational,,WA,Seattle,47.60621,-122.33207,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Secaucus,INAP,INAP,operational,,NJ,Secaucus,40.78955,-74.05653,,none,https://www.datacenters.com/providers/evocative/data-center-locations
Infrakey DC Parks - Lacy Lakeview Data District,Infrakey DC Parks,Infrakey DC Parks,permitting,2026-01-21,TX,Lacy Lakeview,31.62933,-97.10278,925,high,https://www.datacenterdynamics.com/en/news/infrakey-city-of-lacy-lakeview-unveil-925mw-data-center-district-in-mclennan-county-texas/
Infrakey DC Parks - Waco Data Center Park,Infrakey DC Parks,Infrakey DC Parks,permitting,2026-01-21,TX,Waco,31.54933,-97.14667,1200,low,https://baxtel.com/data-center/infrakey-waco-data-center-park
Infrakey Lacy Lakeview Data District,Infrakey DC Parks,Infrakey DC Parks,permitting,2026-01-21,TX,Lacy Lakeview,31.62933,-97.10278,925,low,https://www.datacenterdynamics.com/en/news/infrakey-city-of-lacy-lakeview-unveil-925mw-data-center-district-in-mclennan-county-texas/
Innava Albuquerque,NOVA Corporation,Innava Data Solutions,operational,2015-06-01,NM,Albuquerque,35.08449,-106.65114,8,low,https://www.datacenterknowledge.com/business/navajo-owned-data-center-offers-way-to-diversify-tribe-s-revenue-base-beyond-casinos
JK Land Ashburn,JK Land Holdings,,announced,2025-11-07,VA,Ashburn,39.04372,-77.48749,36,low,https://baxtel.com/data-center/jk-land-ashburn
JK Land Greenlin Park,JK Land Holdings,,approved,2024-09-24,VA,Leesburg,39.11566,-77.5636,,none,https://baxtel.com/data-center/jk-land-greenlin-park
Joliet Technology Center,PowerHouse Data Centers (AREP) / Hillwood Development,PowerHouse Data Centers,approved,2026-03-19,IL,Joliet,41.52519,-88.0834,1800,medium,https://www.datacenterdynamics.com/en/news/approval-given-to-20bn-data-center-near-chicago-illinois/
Karis DeKalb Campus,Karis Critical,Karis Critical,permitting,2025-01-01,IL,DeKalb,41.89353,-88.77031,,,low|https://baxtel.com/data-centers/karis-critical
Karis Hoffman Estates,Karis Critical,Karis Critical,permitting,2025-01-01,IL,Hoffman Estates,42.04281,-88.0798,36,low,https://www.datacenterdynamics.com/en/news/karis-critical-purchases-115-acres-for-data-center-in-new-albany-ohio/
Karis Merrillville,Karis Critical,Karis Critical,permitting,2024-01-01,IN,Merrillville,41.48281,-87.33281,,,low|https://baxtel.com/data-centers/karis-critical
Karis Naperville,Karis Critical,Karis Critical,rejected,2026-01-01,IL,Naperville,41.78586,-88.14729,36,medium,https://www.datacenterdynamics.com/en/news/karis-critical-plans-36mw-data-center-in-naperville-illinois/
Karis New Albany,Karis Critical,Karis Critical,permitting,2025-09-03,OH,New Albany,40.08117,-82.80879,,,low|https://www.datacenterdynamics.com/en/news/karis-critical-purchases-115-acres-for-data-center-in-new-albany-ohio/
Lancium Abilene Clean Campus,Lancium,Lancium,operational,2025-09-01,TX,Abilene,32.44874,-99.73314,1000,high,https://www.datacenterdynamics.com/en/news/lancium-abilene-ai-campus-oracle-softbank-stargate/
Lancium Abilene Clean Campus II-VIII,Lancium,Lancium/Oracle,under_construction,2025-01-28,TX,Abilene,32.44874,-99.73314,1200,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php
Lancium Big Spring,Lancium/Compute North,Lancium,operational,2020-06-19,TX,Big Spring,32.2504,-101.47874,,none,https://www.energychoicematters.com/stories/20200619b.html
Lancium Childress Clean Campus,Lancium,Lancium,operational,2024-11-20,TX,Childress,34.5292,-100.20757,100,medium,https://www.childressindex.com/news/community/article_d46256ae-a7d7-11ef-97a0-ebab37ad6970.html
Lancium Clean Campus Abilene,Lancium,Lancium,operational,2022-05-26,TX,Abilene,32.44874,-99.73314,1000,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php
Lancium Fort Stockton Clean Campus,Lancium,Lancium,operational,2025-03-21,TX,Fort Stockton,30.89404,-102.87932,325,medium,https://www.bizjournals.com/sanjose/inno/stories/fundings/2025/03/21/lancium-funding-texas.html
Lancium Lubbock,Lancium,Lancium,announced,2024-01-01,TX,Lubbock,33.61021,-101.82055,,none,https://www.lubbockonline.com/story/business/local/2024/01/15/lancium-clean-campus-crypto-mining-data-center-lubbock-power-light/72233206007/
Lancium Turkey Clean Campus,Lancium,Lancium,announced,2026-01-25,TX,Turkey,34.39256,-100.89764,,none,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php
LightEdge Des Moines I,LightEdge,LightEdge,operational,2006-01-01,IA,Altoona,41.64416,-93.46466,4,low,https://lightedge.com/wp-content/uploads/2026/03/Lightedge-Data-Center-Des-Moines.pdf
LightEdge Des Moines II,LightEdge,LightEdge,operational,2017-10-01,IA,Altoona,41.64416,-93.46466,6.1,high,https://lightedge.com/wp-content/uploads/2026/03/Lightedge-Data-Center-Des-Moines.pdf
LightEdge Kansas City,LightEdge,LightEdge,operational,,MO,Kansas City,39.09973,-94.57857,,,https://www.datacenters.com/providers/lightedge/data-center-locations
LightEdge Minneapolis,LightEdge,LightEdge,operational,2024-01-17,MN,Chaska,44.78941,-93.60218,3.6,high,https://lightedge.com/resources/lightedge-acquires-top-tier-high-density-data-center-in-minneapolis/
Logistics Land Investment Project Marvel,Logistics Land Investment LLC,Logistics Land Investment LLC,permitting,2025-11-18,AL,Bessemer,33.40178,-86.95444,1200,low,https://www.bhamwiki.com/w/Bessemer_Hyperscale_Data_Center
Los Alamos National Lab Supercomputing,Los Alamos National Laboratory,DOE/NNSA,operational,2024-01-01,NM,Los Alamos,35.86937,-106.30729,70,high,https://www.lanl.gov/
Lumen Albuquerque,Lumen,Lumen,operational,,NM,Albuquerque,35.08449,-106.65114,6,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Ashburn,Lumen,Lumen,operational,,VA,Ashburn,39.04372,-77.48749,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Atlanta,Lumen,Lumen,operational,,GA,Atlanta,33.749,-84.38798,6.8,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Austin,Lumen,Lumen,operational,,TX,Austin,29.88702,-96.27791,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Baltimore,Lumen,Lumen,operational,,MD,Baltimore,38.48484,-75.82466,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Birmingham,Lumen,Lumen,operational,,AL,Birmingham,33.52066,-86.80249,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Boston,Lumen,Lumen,operational,,MA,Waltham,42.37649,-71.23561,6,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Charlotte,Lumen,Lumen,operational,,NC,Charlotte,35.22709,-80.84313,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Chicago 1,Lumen,Lumen,operational,,IL,Chicago,41.85003,-87.65005,17.6,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Chicago 2,Lumen,Lumen,operational,,IL,Chicago,41.85003,-87.65005,8.5,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Chicago 3,Lumen,Lumen,operational,,IL,Elk Grove Village,42.00392,-87.97035,3.4,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Chicago 4,Lumen,Lumen,operational,,IL,Chicago,41.85003,-87.65005,3.4,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Cleveland,Lumen,Lumen,operational,,OH,Cleveland,41.4995,-81.69541,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Columbus,Lumen,Lumen,operational,,OH,Columbus,39.96118,-82.99879,3.2,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Dallas 1,Lumen,Lumen,operational,,TX,Dallas,32.76663,-96.77787,12,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Dallas 2,Lumen,Lumen,operational,,TX,Dallas,32.76663,-96.77787,12,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Denver 1,Lumen,Lumen,operational,,CO,Highlands Ranch,39.55388,-104.96943,21.9,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Denver 2,Lumen,Lumen,operational,,CO,Highlands Ranch,39.55388,-104.96943,21.9,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Denver 3,Lumen,Lumen,operational,,CO,Englewood,39.64777,-104.98776,7.2,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Detroit,Lumen,Lumen,operational,,MI,Southfield,42.47337,-83.22187,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen El Segundo,Lumen,Lumen,operational,,CA,El Segundo,33.91918,-118.41647,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Honolulu,Lumen,Lumen,operational,,HI,Honolulu,21.30694,-157.85833,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Houston,Lumen,Lumen,operational,,TX,Houston,31.31773,-95.42268,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Indianapolis,Lumen,Lumen,operational,,IN,Indianapolis,39.76838,-86.15804,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Kansas City,Lumen,Lumen,operational,,MO,Kansas City,39.09973,-94.57857,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Las Vegas,Lumen,Lumen,operational,,NV,Las Vegas,36.17497,-115.13722,315,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Memphis,Lumen,Lumen,operational,,TN,Memphis,35.14953,-90.04898,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Milwaukee,Lumen,Lumen,operational,,WI,Milwaukee,43.02172,-87.92908,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Minneapolis,Lumen,Lumen,operational,,MN,Minneapolis,44.97997,-93.26384,6,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Moses Lake,Lumen,Lumen,operational,,WA,Moses Lake,47.13014,-119.27808,40,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Nashville,Lumen,Lumen,operational,,TN,Nashville,36.16589,-86.78444,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen New York,Lumen,Lumen,operational,,NY,New York,40.77427,-73.96981,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Newark,Lumen,Lumen,operational,,NJ,Newark,40.73566,-74.17237,5.3,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Omaha,Lumen,Lumen,operational,,NE,Bellevue,41.13667,-95.89084,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Orlando,Lumen,Lumen,operational,,FL,Orlando,28.53834,-81.37924,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Philadelphia,Lumen,Lumen,operational,,PA,Philadelphia,40.00764,-75.13396,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Phoenix 1,Lumen,Lumen,operational,,AZ,Phoenix,33.44838,-112.07404,19.2,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Phoenix 2,Lumen,Lumen,operational,,AZ,Phoenix,33.44838,-112.07404,11,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Piscataway NJ,Lumen,Lumen,operational,,NJ,Piscataway,40.49927,-74.39904,12,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Pittsburgh,Lumen,Lumen,operational,,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Portland,Lumen,Lumen,operational,,OR,Portland,45.52345,-122.67621,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Raleigh,Lumen,Lumen,operational,,NC,Raleigh,35.7721,-78.63861,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Sacramento,Lumen,Lumen,operational,,CA,Sacramento,38.44932,-121.34424,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Salt Lake City,Lumen,Lumen,operational,,UT,Salt Lake City,40.76078,-111.89105,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen San Francisco,Lumen,Lumen,operational,,CA,San Francisco,37.77823,-122.4425,2,medium,https://www.datacentercatalog.com/lumen-technologies
Lumen San Jose,Lumen,Lumen,operational,,CA,San Jose,37.33939,-121.89496,,none,https://www.datacentercatalog.com/lumen-technologies
Lumen Santa Clara 1,Lumen,Lumen,operational,,CA,Santa Clara,37.23249,-121.69627,10,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Santa Clara 2,Lumen,Lumen,operational,,CA,Santa Clara,37.23249,-121.69627,8,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Santa Clara 3,Lumen,Lumen,operational,,CA,Santa Clara,37.23249,-121.69627,8,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Seattle 1,Lumen,Lumen,operational,,WA,Seattle,47.60621,-122.33207,8,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Seattle 2,Lumen,Lumen,operational,,WA,Tukwila,47.47399,-122.26096,10,high,https://www.datacentercatalog.com/lumen-technologies
Lumen Seattle 3,Lumen,Lumen,operational,,WA,Tukwila,47.47399,-122.26096,7.5,high,https://www.datacentercatalog.com/lumen-technologies
Lumen St. Louis,Lumen,Lumen,operational,,MO,St. Louis,38.64068,-90.44341,,none,https://www.datacentercatalog.com/lumen-technologies
